fpr,tpr
0.0,0.7854046242774566
0.0,0.7882947976878613
0.0,0.8041907514450867
0.0,0.8063583815028902
0.0,0.8085260115606936
0.0,0.8106936416184971
0.0,0.8135838150289018
0.0,0.8143063583815029
0.0,0.8200867052023122
0.0,0.8208092485549133
0.0,0.828757225433526
0.0,0.8309248554913294
0.0002055076037813399,0.8309248554913294
0.0002055076037813399,0.8323699421965318
0.0002055076037813399,0.8367052023121387
0.0002055076037813399,0.8395953757225434
0.0002055076037813399,0.8403179190751445
0.0004110152075626798,0.8403179190751445
0.0004110152075626798,0.8424855491329479
0.0004110152075626798,0.8446531791907514
0.0004110152075626798,0.8460982658959537
0.0004110152075626798,0.8489884393063584
0.0004110152075626798,0.8504335260115607
0.0004110152075626798,0.8511560693641619
0.0008220304151253596,0.8511560693641619
0.0008220304151253596,0.8540462427745664
0.0008220304151253596,0.8583815028901735
0.0008220304151253596,0.8619942196531792
0.0008220304151253596,0.8648843930635838
0.0008220304151253596,0.8677745664739884
0.0008220304151253596,0.8684971098265896
0.0008220304151253596,0.880057803468208
0.0008220304151253596,0.8829479768786127
0.0008220304151253596,0.8851156069364162
0.0008220304151253596,0.8865606936416185
0.0008220304151253596,0.888728323699422
0.0008220304151253596,0.8901734104046243
0.0008220304151253596,0.8995664739884393
0.0008220304151253596,0.903179190751445
0.0010275380189066995,0.903179190751445
0.0010275380189066995,0.9039017341040463
0.0010275380189066995,0.9111271676300579
0.0014385532264693795,0.9111271676300579
0.0014385532264693795,0.9154624277456648
0.0014385532264693795,0.916907514450867
0.0014385532264693795,0.9176300578034682
0.0014385532264693795,0.9190751445086706
0.0014385532264693795,0.9234104046242775
0.0014385532264693795,0.9241329479768786
0.0014385532264693795,0.9263005780346821
0.0014385532264693795,0.9277456647398844
0.0014385532264693795,0.9284682080924855
0.0014385532264693795,0.930635838150289
0.0014385532264693795,0.9313583815028902
0.0014385532264693795,0.9342485549132948
0.0014385532264693795,0.934971098265896
0.0016440608302507192,0.934971098265896
0.0016440608302507192,0.9378612716763006
0.0016440608302507192,0.9436416184971098
0.0016440608302507192,0.9450867052023122
0.0018495684340320592,0.9450867052023122
0.0018495684340320592,0.9465317919075145
0.0018495684340320592,0.9530346820809249
0.0018495684340320592,0.9544797687861272
0.002055076037813399,0.9544797687861272
0.002055076037813399,0.9552023121387283
0.002260583641594739,0.9552023121387283
0.002260583641594739,0.958092485549133
0.002260583641594739,0.9595375722543352
0.0030826140567200987,0.9653179190751445
0.0032881216605014385,0.9653179190751445
0.0032881216605014385,0.9667630057803468
0.0034936292642827787,0.9667630057803468
0.0034936292642827787,0.9732658959537572
0.003904644471845458,0.9732658959537572
0.003904644471845458,0.9747109826589595
0.004110152075626798,0.9747109826589595
0.004110152075626798,0.976878612716763
0.004110152075626798,0.9783236994219653
0.004315659679408138,0.9790462427745664
0.004521167283189478,0.9790462427745664
0.004521167283189478,0.9819364161849711
0.004932182490752158,0.9819364161849711
0.004932182490752158,0.9826589595375722
0.004932182490752158,0.9841040462427746
0.004932182490752158,0.986271676300578
0.005137690094533498,0.9869942196531792
0.005137690094533498,0.9884393063583815
0.005548705302096177,0.9884393063583815
0.006370735717221537,0.9884393063583815
0.006576243321002877,0.9884393063583815
0.007603781339909577,0.9884393063583815
0.007603781339909577,0.9891618497109826
0.007809288943690916,0.9891618497109826
0.007809288943690916,0.9898843930635838
0.008425811755034936,0.9898843930635838
0.008425811755034936,0.990606936416185
0.008425811755034936,0.9920520231213873
0.008631319358816275,0.9920520231213873
0.008631319358816275,0.9927745664739884
0.008836826962597617,0.9927745664739884
0.008836826962597617,0.9956647398843931
0.009042334566378957,0.9956647398843931
0.009658857377722976,0.9956647398843931
0.009864364981504316,0.9956647398843931
0.009864364981504316,0.9963872832369942
0.010480887792848335,0.9963872832369942
0.010480887792848335,0.9971098265895953
0.010686395396629675,0.9971098265895953
0.010891903000411015,0.9978323699421965
0.011097410604192354,0.9978323699421965
0.013357994245787094,0.9978323699421965
0.013974517057131115,0.9978323699421965
0.014180024660912454,0.9978323699421965
0.014180024660912454,0.9985549132947977
0.014591039868475134,0.9985549132947977
0.015002055076037813,0.9985549132947977
0.016029593094944512,0.9985549132947977
0.017057131113851213,0.9985549132947977
0.018495684340320593,0.9985549132947977
0.018495684340320593,0.9992774566473989
0.01870119194410193,0.9992774566473989
0.020756267981915332,0.9992774566473989
0.02096177558569667,0.9992774566473989
0.02096177558569667,1.0
0.02157829839704069,1.0
0.02198931360460337,1.0
0.02383888203863543,1.0
0.024455404849979448,1.0
0.024866420057542128,1.0
0.02548294286888615,1.0
0.025893958076448828,1.0
0.027743526510480888,1.0
0.028154541718043567,1.0
0.02877106452938759,1.0
0.029182079736950268,1.0
0.029593094944512947,1.0
0.03020961775585697,1.0
0.030620632963419648,1.0
0.03370324702013974,1.0
0.034114262227702426,1.0
0.03534730785039047,1.0
0.035552815454171806,1.0
0.03616933826551583,1.0
0.036991368680641186,1.0
0.037196876284422524,1.0
0.0376078914919852,1.0
0.037813399095766545,1.0
0.03822441430332922,1.0
0.0396629675297986,1.0
0.04048499794492396,1.0
0.04089601315248664,1.0
0.04130702836004932,1.0
0.041718043567612,1.0
0.04336210439786272,1.0
0.04356761200164406,1.0
0.04397862720920674,1.0
0.04438964241676942,1.0
0.0448006576243321,1.0
0.04562268803945746,1.0
0.04603370324702014,1.0
0.051787916152897656,1.0
0.05240443896424168,1.0
0.054048499794492395,1.0
0.05425400739827373,1.0
0.054665022605836416,1.0
0.05528154541718044,1.0
0.055692560624743113,1.0
0.056103575832305796,1.0
0.057131113851212494,1.0
0.05795314426633785,1.0
0.058364159473900536,1.0
0.058569667077681874,1.0
0.059186189889025895,1.0
0.060008220304151254,1.0
0.06041923551171394,1.0
0.060624743115495275,1.0
0.06473489519112208,1.0
0.06555692560624743,1.0
0.0659679408138101,1.0
0.06678997122893547,1.0
0.0690505548705302,1.0
0.07028360049321825,1.0
0.07110563090834361,1.0
0.07172215371968763,1.0
0.07377722975750103,1.0
0.07418824496506371,1.0
0.07480476777640772,1.0
0.07501027538018906,1.0
0.07562679819153309,1.0
0.07583230579531443,1.0
0.07706535141800247,1.0
0.07788738183312782,1.0
0.07829839704069051,1.0
0.08014796547472257,1.0
0.0803534730785039,1.0
0.08076448828606658,1.0
0.08096999588984792,1.0
0.0824085491163173,1.0
0.083436087135224,1.0
0.08384710234278668,1.0
0.08487464036169338,1.0
0.08528565556925606,1.0
0.0865187011919441,1.0
0.08816276202219482,1.0
0.08898479243732019,1.0
0.09083436087135224,1.0
0.09124537607891492,1.0
0.09288943690916564,1.0
0.09330045211672831,1.0
0.09432799013563502,1.0
0.0947390053431977,1.0
0.09515002055076038,1.0
0.09556103575832306,1.0
0.0957665433621044,1.0
0.09699958898479244,1.0
0.09761611179613645,1.0
0.09843814221126182,1.0
0.10213727907932593,1.0
0.10337032470201397,1.0
0.10439786272092068,1.0
0.10521989313604603,1.0
0.10542540073982737,1.0
0.10665844636251541,1.0
0.11302918207973695,1.0
0.11508425811755035,1.0
0.11755034936292642,1.0
0.11960542540073983,1.0
0.12022194821208385,1.0
0.12145499383477189,1.0
0.12166050143855323,1.0
0.12330456226880394,1.0
0.12412659268392931,1.0
0.12515413070283601,1.0
0.12535963830661734,1.0
0.12577065351418001,1.0
0.12597616111796137,1.0
0.12638717632552404,1.0
0.12864775996711877,1.0
0.1317303740238389,1.0
0.13214138923140156,1.0
0.1381011097410604,1.0
0.13871763255240444,1.0
0.1389231401561858,1.0
0.13933415536374846,1.0
0.1399506781750925,1.0
0.14015618577887382,1.0
0.1415947390053432,1.0
0.14221126181668722,1.0
0.14241676942046855,1.0
0.14755445951500207,1.0
0.14858199753390874,1.0
0.14940402794903412,1.0
0.1498150431565968,1.0
0.15187011919441018,1.0
0.1524866420057542,1.0
0.15413070283600494,1.0
0.15639128647759967,1.0
0.1570078092889437,1.0
0.15824085491163173,1.0
0.16050143855322646,1.0
0.16748869708179204,1.0
0.16769420468557336,1.0
0.1685162351006987,1.0
0.16892725030826142,1.0
0.17324290998766953,1.0
0.17365392519523223,1.0
0.1746814632141389,1.0
0.17673653925195232,1.0
0.17735306206329635,1.0
0.17776407727085902,1.0
0.17879161528976573,1.0
0.17940813810110975,1.0
0.17961364570489108,1.0
0.1802301685162351,1.0
0.18351829017673654,1.0
0.1843403205918619,1.0
0.18454582819564325,1.0
0.21537196876284423,1.0
0.21557747636662555,1.0
0.21619399917796958,1.0
0.2229757501027538,1.0
0.22338676531031648,1.0
0.2240032881216605,1.0
0.22441430332922319,1.0
0.22523633374434854,1.0
0.22626387176325524,1.0
0.22749691738594327,1.0
0.25462392108508014,1.0
0.2729140978216194,1.0
0.27332511302918205,1.0
0.27805178791615287,1.0
0.2893547061241266,1.0
0.3115495273325113,1.0
0.3199753390875462,1.0
0.3207973695026716,1.0
0.32819564323879985,1.0
0.3286066584463625,1.0
0.32881216605014385,1.0
0.32922318125770655,1.0
0.33086724208795726,1.0
0.333744348540896,1.0
0.3407316070694616,1.0
0.3409371146732429,1.0
0.34155363748458695,1.0
0.34319769831483765,1.0
0.38060008220304153,1.0
0.38121660501438553,1.0
0.3820386354295109,1.0
0.39005343197698317,1.0
0.4288943690916564,1.0
0.4434854089601315,1.0
0.4449239621866009,1.0
0.44677353062063296,1.0
0.4502671598849157,1.0
0.4504726674886971,1.0
0.4636251541307028,1.0
0.5002055076037814,1.0
0.5258939580764488,1.0
0.5550760378133991,1.0
0.5567200986436498,1.0
0.5591861898890259,1.0
0.5595972050965886,1.0
0.5614467735306207,1.0
0.6021372790793259,1.0
0.7946979038224414,1.0
0.7957254418413481,1.0
0.7959309494451294,1.0
0.8074393752568845,1.0
0.9825318536785861,1.0
1.0,1.0
